Router Name,Country Code,Bandwidth (KB/s),Uptime (Hours),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit,FirstSeen,ASName,ASNumber,ConsensusBandwidth,OrAddress
SentriesExit3,GB,902,349,185.103.99.60,tor-exit-three.sentries.org,443,80,0,1,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-09-25,UKSERVERS-AS UK Dedicated Servers- Hosting and Co-Location- GB,42831,2140,None
ltbl,RU,901,55,194.187.207.45,proxy.ltbl.ru,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on FreeBSD,0,0,2014-09-06,INETCOM - RU,35598,3270,None
kbtr5al,AL,900,348,31.171.155.29,31.171.155.29,8443,8080,0,0,1,1,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-06-13,KEMINET - AL,197706,3940,None
MrDetonia,FR,900,69,188.165.212.152,mrdetonia.com,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-09-02,OVH - FR,16276,3780,None
sscnet04,US,900,586,96.47.239.153,lax1.ignios.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-03-29,ASN-QUADRANET-GLOBAL - QuadraNet- Inc- US,8100,3910,None
lippert,RU,899,1185,195.62.53.58,53-58.static.spheral.ru,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2015-11-13,IPSERVER-RU-NET - UA,44812,4110,None
server713,FR,899,732,78.192.124.148,78.192.124.148,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-02-16,PROXAD - FR,12322,4440,None
PESEC,RU,897,492,176.214.191.63,176x214x191x63.dynamic.oren.ertelecom.ru,9001,9002,0,1,1,0,0,1,1,1,1,Tor 0.2.6.10 on OpenBSD,0,0,2015-05-11,ERTH-NSK-AS - RU,43478,625,None
Airlock,NL,896,1724,149.210.221.48,airlock.kalex.nl,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.8 on Linux,0,0,2016-10-24,TRANSIP-AS Amsterdam- the Netherlands- NL,20857,3510,[2a01:7c8:aab8:6a2::1]:9050
Parandeh,NL,895,1189,37.218.240.21,37.218.240.21,1475,9030,0,1,1,0,0,1,1,1,1,Tor 0.2.9.5-alpha on Linux,0,0,2016-10-17,LSW-HK Leaseweb Asia Pacific pte. ltd.- HK,133752,1930,None
Baki,FR,894,64,92.222.20.130,tor.baki.xyz,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2014-07-06,OVH - FR,16276,2500,None
leibel,BG,894,662,94.155.49.47,disorgive.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-12-07,DATICUM - BG,47748,6250,None
COSItorexit,US,891,482,128.153.146.125,tor-exit.csprojects.clarkson.edu,9001,None,0,1,1,0,0,1,1,1,0,Tor 0.2.8.11 on Linux,0,0,2015-12-10,CLARKSON-AS - Clarkson University- US,92,2910,None
IWorshipHisShadow,US,888,1459,173.255.245.116,drone.mantrid.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2012-12-04,LINODE-AP Linode- LLC- US,63949,3710,None
windingriver,DE,888,5,46.101.170.138,46.101.170.138,443,None,0,0,1,0,0,0,1,1,0,Tor 0.2.8.11 on Linux,0,0,2015-05-16,DIGITALOCEAN-GERMANY - DE,201229,57400,None
dadthelegend,NL,886,78,81.4.105.228,81.4.105.228,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.8.11 on Linux,0,0,2014-06-12,ASN-ROUTELABEL - NL,198203,3850,None
Unnamed,DK,886,736,185.15.73.117,185.15.73.117,9091,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.10 on Linux,0,0,2015-11-01,HIPER - DK,203953,4980,None
ntfshard,RU,881,38,46.251.80.146,dyn-80-46-146.fttbee.kis.ru,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-07-24,VIMPELCOM-NN Vimpelcom- Nizhniy Novgorod branch- fixed network- RU,8371,4280,None
